train_number,train_name,source_station,source_code,destination_station,destination_code,departure_time,arrival_time,distance_km,duration_hours,duration_min,stops,class_type,fare
56765,Tirunelveli Tiruchendur Passenger,TIRUNELVELI,TEN,Tiruchendur,TCN,18.15.00,20.10.00,61,1,60,1,SL,56.6
56765,Tirunelveli Tiruchendur Passenger,TIRUNELVELI,TEN,Tiruchendur,TCN,18.15.00,20.10.00,61,1,60,1,3A,136.07
56765,Tirunelveli Tiruchendur Passenger,TIRUNELVELI,TEN,Tiruchendur,TCN,18.15.00,20.10.00,61,1,60,1,2A,220.12
56766,Tiruchendur Tirunelveli Passenger,Tiruchendur,TCN,TIRUNELVELI,TEN,18.00.00,19.45.00,61,1,60,1,SL,56.6
56766,Tiruchendur Tirunelveli Passenger,Tiruchendur,TCN,TIRUNELVELI,TEN,18.00.00,19.45.00,61,1,60,1,3A,136.07
56766,Tiruchendur Tirunelveli Passenger,Tiruchendur,TCN,TIRUNELVELI,TEN,18.00.00,19.45.00,61,1,60,1,2A,220.12
56767,Tuticorin Tiruchendur Passenger,TUTICORIN,TN,Tiruchendur,TCN,8.45.00,13.10.00,121,4,240,2,SL,92.6
56767,Tuticorin Tiruchendur Passenger,TUTICORIN,TN,Tiruchendur,TCN,8.45.00,13.10.00,121,4,240,2,3A,230.57
56767,Tuticorin Tiruchendur Passenger,TUTICORIN,TN,Tiruchendur,TCN,8.45.00,13.10.00,121,4,240,2,2A,377.62
56768,Tiruchendur Tuticorin Passenger,Tiruchendur,TCN,TUTICORIN,TN,14.20.00,18.45.00,121,4,240,2,SL,92.6
56768,Tiruchendur Tuticorin Passenger,Tiruchendur,TCN,TUTICORIN,TN,14.20.00,18.45.00,121,4,240,2,3A,230.57
56768,Tiruchendur Tuticorin Passenger,Tiruchendur,TCN,TUTICORIN,TN,14.20.00,18.45.00,121,4,240,2,2A,377.62
56805,Cuddalore Port Tiruchchirapalli Passenger,CUDDALORE PORT,CUPJ,TIRUCHIRAPPALLI,TPJ,6.00.00,10.50.00,180,4,240,2,SL,128
56805,Cuddalore Port Tiruchchirapalli Passenger,CUDDALORE PORT,CUPJ,TIRUCHIRAPPALLI,TPJ,6.00.00,10.50.00,180,4,240,2,3A,323.5
56805,Cuddalore Port Tiruchchirapalli Passenger,CUDDALORE PORT,CUPJ,TIRUCHIRAPPALLI,TPJ,6.00.00,10.50.00,180,4,240,2,2A,532.5
56807,Vriddhachalam Tiruchchirapalli Passenger,VRIDHACHALAM JN,VRI,TIRUCHIRAPPALLI,TPJ,5.30.00,9.00.00,123,3,180,2,SL,93.8
56807,Vriddhachalam Tiruchchirapalli Passenger,VRIDHACHALAM JN,VRI,TIRUCHIRAPPALLI,TPJ,5.30.00,9.00.00,123,3,180,2,3A,233.72
56807,Vriddhachalam Tiruchchirapalli Passenger,VRIDHACHALAM JN,VRI,TIRUCHIRAPPALLI,TPJ,5.30.00,9.00.00,123,3,180,2,2A,382.88
56811,Mayiladuturai Tiruchchirapalli Passenger,MAYILADUTURAI JN,MV,TIRUCHIRAPPALLI,TPJ,5.40.00,9.10.00,120,3,180,2,SL,92
56811,Mayiladuturai Tiruchchirapalli Passenger,MAYILADUTURAI JN,MV,TIRUCHIRAPPALLI,TPJ,5.40.00,9.10.00,120,3,180,2,3A,229
56811,Mayiladuturai Tiruchchirapalli Passenger,MAYILADUTURAI JN,MV,TIRUCHIRAPPALLI,TPJ,5.40.00,9.10.00,120,3,180,2,2A,375
56822,DINDIGUL - MAYILADUTURAI PASSENGER,DINDIGUL JN,DG,MAYILADUTURAI JN,MV,11.15.00,16.45.00,214,5,300,3,SL,148.4
56822,DINDIGUL - MAYILADUTURAI PASSENGER,DINDIGUL JN,DG,MAYILADUTURAI JN,MV,11.15.00,16.45.00,214,5,300,3,3A,377.05
56822,DINDIGUL - MAYILADUTURAI PASSENGER,DINDIGUL JN,DG,MAYILADUTURAI JN,MV,11.15.00,16.45.00,214,5,300,3,2A,621.75
56823,Mayiladuturai Tiruchchirapalli Passenger,MAYILADUTURAI JN,MV,TIRUCHIRAPPALLI,TPJ,18.00.00,21.05.00,120,3,180,2,SL,92
56823,Mayiladuturai Tiruchchirapalli Passenger,MAYILADUTURAI JN,MV,TIRUCHIRAPPALLI,TPJ,18.00.00,21.05.00,120,3,180,2,3A,229
56823,Mayiladuturai Tiruchchirapalli Passenger,MAYILADUTURAI JN,MV,TIRUCHIRAPPALLI,TPJ,18.00.00,21.05.00,120,3,180,2,2A,375
56827,Tuticorin Tirunelveli Passenger,TUTICORIN,TN,TIRUNELVELI,TEN,17.50.00,20.30.00,60,2,120,1,SL,56
56827,Tuticorin Tirunelveli Passenger,TUTICORIN,TN,TIRUNELVELI,TEN,17.50.00,20.30.00,60,2,120,1,3A,134.5
56827,Tuticorin Tirunelveli Passenger,TUTICORIN,TN,TIRUNELVELI,TEN,17.50.00,20.30.00,60,2,120,1,2A,217.5
56828,Tirunelveli Tuticorin Passenger,TIRUNELVELI,TEN,TUTICORIN,TN,7.15.00,9.25.00,60,2,120,1,SL,56
56828,Tirunelveli Tuticorin Passenger,TIRUNELVELI,TEN,TUTICORIN,TN,7.15.00,9.25.00,60,2,120,1,3A,134.5
56828,Tirunelveli Tuticorin Passenger,TIRUNELVELI,TEN,TUTICORIN,TN,7.15.00,9.25.00,60,2,120,1,2A,217.5
56830,Rameswaram Trichy Passenger,RAMESWARAM,RMM,TIRUCHIRAPPALLI,TPJ,14.10.00,21.00.00,266,6,360,3,SL,179.6
56830,Rameswaram Trichy Passenger,RAMESWARAM,RMM,TIRUCHIRAPPALLI,TPJ,14.10.00,21.00.00,266,6,360,3,3A,458.95
56830,Rameswaram Trichy Passenger,RAMESWARAM,RMM,TIRUCHIRAPPALLI,TPJ,14.10.00,21.00.00,266,6,360,3,2A,758.25
56835,Vriddhachalam Salem Passenger,VRIDHACHALAM JN,VRI,SALEM JN,SA,6.00.00,9.20.00,145,3,180,2,SL,107
56835,Vriddhachalam Salem Passenger,VRIDHACHALAM JN,VRI,SALEM JN,SA,6.00.00,9.20.00,145,3,180,2,3A,268.38
56835,Vriddhachalam Salem Passenger,VRIDHACHALAM JN,VRI,SALEM JN,SA,6.00.00,9.20.00,145,3,180,2,2A,440.62
56836,Salem Vriddhachalam Passenger,SALEM JN,SA,VRIDHACHALAM JN,VRI,18.30.00,22.05.00,145,3,180,2,SL,107
56836,Salem Vriddhachalam Passenger,SALEM JN,SA,VRIDHACHALAM JN,VRI,18.30.00,22.05.00,145,3,180,2,3A,268.38
56836,Salem Vriddhachalam Passenger,SALEM JN,SA,VRIDHACHALAM JN,VRI,18.30.00,22.05.00,145,3,180,2,2A,440.62
56837,Vriddhachalam Salem Passenger,VRIDHACHALAM JN,VRI,SALEM JN,SA,13.15.00,17.00.00,145,3,180,2,SL,107
56837,Vriddhachalam Salem Passenger,VRIDHACHALAM JN,VRI,SALEM JN,SA,13.15.00,17.00.00,145,3,180,2,3A,268.38
56837,Vriddhachalam Salem Passenger,VRIDHACHALAM JN,VRI,SALEM JN,SA,13.15.00,17.00.00,145,3,180,2,2A,440.62
56838,Salem Vriddhachalam Passenger,SALEM JN,SA,VRIDHACHALAM JN,VRI,9.40.00,12.55.00,145,3,180,2,SL,107
56838,Salem Vriddhachalam Passenger,SALEM JN,SA,VRIDHACHALAM JN,VRI,9.40.00,12.55.00,145,3,180,2,3A,268.38
56838,Salem Vriddhachalam Passenger,SALEM JN,SA,VRIDHACHALAM JN,VRI,9.40.00,12.55.00,145,3,180,2,2A,440.62
56839,Jolarpettai Erode Passenger,JOLARPETTAI,JTJ,ERODE JN,ED,15.20.00,19.35.00,182,4,240,2,SL,129.2
56839,Jolarpettai Erode Passenger,JOLARPETTAI,JTJ,ERODE JN,ED,15.20.00,19.35.00,182,4,240,2,3A,326.65
56839,Jolarpettai Erode Passenger,JOLARPETTAI,JTJ,ERODE JN,ED,15.20.00,19.35.00,182,4,240,2,2A,537.75
56840,Erode Jolarpettai Passenger,ERODE JN,ED,JOLARPETTAI,JTJ,6.20.00,11.25.00,182,5,300,2,SL,129.2
56840,Erode Jolarpettai Passenger,ERODE JN,ED,JOLARPETTAI,JTJ,6.20.00,11.25.00,182,5,300,2,3A,326.65
56840,Erode Jolarpettai Passenger,ERODE JN,ED,JOLARPETTAI,JTJ,6.20.00,11.25.00,182,5,300,2,2A,537.75
56845,Jolarpettai Erode Passenger,JOLARPETTAI,JTJ,ERODE JN,ED,5.40.00,10.00.00,182,4,240,2,SL,129.2
56845,Jolarpettai Erode Passenger,JOLARPETTAI,JTJ,ERODE JN,ED,5.40.00,10.00.00,182,4,240,2,3A,326.65
56845,Jolarpettai Erode Passenger,JOLARPETTAI,JTJ,ERODE JN,ED,5.40.00,10.00.00,182,4,240,2,2A,537.75
56846,Erode Jolarpettai Passenger,ERODE JN,ED,JOLARPETTAI,JTJ,16.20.00,21.15.00,182,4,240,2,SL,129.2
56846,Erode Jolarpettai Passenger,ERODE JN,ED,JOLARPETTAI,JTJ,16.20.00,21.15.00,182,4,240,2,3A,326.65
56846,Erode Jolarpettai Passenger,ERODE JN,ED,JOLARPETTAI,JTJ,16.20.00,21.15.00,182,4,240,2,2A,537.75
56859,Tambaram Villupuram Passenger,TAMBARAM,TBM,VILLUPURAM JN,VM,18.05.00,21.05.00,133,3,180,2,SL,99.8
56859,Tambaram Villupuram Passenger,TAMBARAM,TBM,VILLUPURAM JN,VM,18.05.00,21.05.00,133,3,180,2,3A,249.47
56859,Tambaram Villupuram Passenger,TAMBARAM,TBM,VILLUPURAM JN,VM,18.05.00,21.05.00,133,3,180,2,2A,409.12
56873,Villupuram Mayiladuthurai Passenger,VILLUPURAM JN,VM,MAYILADUTURAI JN,MV,5.30.00,9.10.00,123,3,180,2,SL,93.8
56873,Villupuram Mayiladuthurai Passenger,VILLUPURAM JN,VM,MAYILADUTURAI JN,MV,5.30.00,9.10.00,123,3,180,2,3A,233.72
56873,Villupuram Mayiladuthurai Passenger,VILLUPURAM JN,VM,MAYILADUTURAI JN,MV,5.30.00,9.10.00,123,3,180,2,2A,382.88
56877,Villupuram-Mayiladuthurai Passenger,VILLUPURAM JN,VM,MAYILADUTURAI JN,MV,17.45.00,21.10.00,123,3,180,2,SL,93.8
56877,Villupuram-Mayiladuthurai Passenger,VILLUPURAM JN,VM,MAYILADUTURAI JN,MV,17.45.00,21.10.00,123,3,180,2,3A,233.72
56877,Villupuram-Mayiladuthurai Passenger,VILLUPURAM JN,VM,MAYILADUTURAI JN,MV,17.45.00,21.10.00,123,3,180,2,2A,382.88
56904,Dharwar Solapur Passenger,DHARWAR,DWR,SOLAPUR JN,SUR,17.40.00,3.30.00,378,9,540,5,SL,246.8
56904,Dharwar Solapur Passenger,DHARWAR,DWR,SOLAPUR JN,SUR,17.40.00,3.30.00,378,9,540,5,3A,635.35
56904,Dharwar Solapur Passenger,DHARWAR,DWR,SOLAPUR JN,SUR,17.40.00,3.30.00,378,9,540,5,2A,1052.25
56905,Solapur-Hubli Passenger,SOLAPUR JN,SUR,HUBLI JN,UBL,4.45.00,14.00.00,359,9,540,4,SL,235.4
56905,Solapur-Hubli Passenger,SOLAPUR JN,SUR,HUBLI JN,UBL,4.45.00,14.00.00,359,9,540,4,3A,605.42
56905,Solapur-Hubli Passenger,SOLAPUR JN,SUR,HUBLI JN,UBL,4.45.00,14.00.00,359,9,540,4,2A,1002.38
56906,Hubli - Solapur Passenger,HUBLI JN,UBL,SOLAPUR JN,SUR,13.10.00,22.40.00,359,9,540,4,SL,235.4
56906,Hubli - Solapur Passenger,HUBLI JN,UBL,SOLAPUR JN,SUR,13.10.00,22.40.00,359,9,540,4,3A,605.42
56906,Hubli - Solapur Passenger,HUBLI JN,UBL,SOLAPUR JN,SUR,13.10.00,22.40.00,359,9,540,4,2A,1002.38
55029,Muzaffarpur Gorakhpur Passenger,MUZAFFARPUR JN,MFP,GORAKHPUR JN,GKP,13.00.00,23.40.00,310,10,600,4,SL,206
55029,Muzaffarpur Gorakhpur Passenger,MUZAFFARPUR JN,MFP,GORAKHPUR JN,GKP,13.00.00,23.40.00,310,10,600,4,3A,528.25
55029,Muzaffarpur Gorakhpur Passenger,MUZAFFARPUR JN,MFP,GORAKHPUR JN,GKP,13.00.00,23.40.00,310,10,600,4,2A,873.75
56833,Cuddalore Vriddhachalam Passenger,CUDDALORE PORT,CUPJ,VRIDHACHALAM JN,VRI,20.50.00,22.05.00,57,1,60,1,SL,54.2
56833,Cuddalore Vriddhachalam Passenger,CUDDALORE PORT,CUPJ,VRIDHACHALAM JN,VRI,20.50.00,22.05.00,57,1,60,1,3A,129.78
56833,Cuddalore Vriddhachalam Passenger,CUDDALORE PORT,CUPJ,VRIDHACHALAM JN,VRI,20.50.00,22.05.00,57,1,60,1,2A,209.62
56841,Tiruchchirapalli Erode Passenger,TIRUCHIRAPPALLI,TPJ,ERODE JN,ED,6.45.00,11.00.00,141,4,240,2,SL,104.6
56841,Tiruchchirapalli Erode Passenger,TIRUCHIRAPPALLI,TPJ,ERODE JN,ED,6.45.00,11.00.00,141,4,240,2,3A,262.07
56841,Tiruchchirapalli Erode Passenger,TIRUCHIRAPPALLI,TPJ,ERODE JN,ED,6.45.00,11.00.00,141,4,240,2,2A,430.12
56843,Tiruchchirapalli Erode Passenger,TIRUCHIRAPPALLI,TPJ,ERODE JN,ED,16.00.00,20.00.00,141,4,240,2,SL,104.6
56843,Tiruchchirapalli Erode Passenger,TIRUCHIRAPPALLI,TPJ,ERODE JN,ED,16.00.00,20.00.00,141,4,240,2,3A,262.07
56843,Tiruchchirapalli Erode Passenger,TIRUCHIRAPPALLI,TPJ,ERODE JN,ED,16.00.00,20.00.00,141,4,240,2,2A,430.12
56847,Trichy Palakkad Town Passenger,TIRUCHIRAPPALLI,TPJ,PALGHAT TOWN,PGTN,13.00.00,20.40.00,301,7,420,4,SL,200.6
56847,Trichy Palakkad Town Passenger,TIRUCHIRAPPALLI,TPJ,PALGHAT TOWN,PGTN,13.00.00,20.40.00,301,7,420,4,3A,514.08
56847,Trichy Palakkad Town Passenger,TIRUCHIRAPPALLI,TPJ,PALGHAT TOWN,PGTN,13.00.00,20.40.00,301,7,420,4,2A,850.12
56848,Palghat Town Tiruchchirapalli Passenger,PALGHAT TOWN,PGTN,TIRUCHIRAPPALLI,TPJ,6.30.00,13.45.00,301,7,420,4,SL,200.6
56848,Palghat Town Tiruchchirapalli Passenger,PALGHAT TOWN,PGTN,TIRUCHIRAPPALLI,TPJ,6.30.00,13.45.00,301,7,420,4,3A,514.08
56848,Palghat Town Tiruchchirapalli Passenger,PALGHAT TOWN,PGTN,TIRUCHIRAPPALLI,TPJ,6.30.00,13.45.00,301,7,420,4,2A,850.12
56851,Nagore Trichy Passenger,Nagore,NCR,TIRUCHIRAPPALLI,TPJ,6.35.00,11.30.00,135,4,240,2,SL,101
56851,Nagore Trichy Passenger,Nagore,NCR,TIRUCHIRAPPALLI,TPJ,6.35.00,11.30.00,135,4,240,2,3A,252.62
56851,Nagore Trichy Passenger,Nagore,NCR,TIRUCHIRAPPALLI,TPJ,6.35.00,11.30.00,135,4,240,2,2A,414.38
56852,Trichy Nagore Passenger,TIRUCHIRAPPALLI,TPJ,Nagore,NCR,16.30.00,20.55.00,135,4,240,2,SL,101
56852,Trichy Nagore Passenger,TIRUCHIRAPPALLI,TPJ,Nagore,NCR,16.30.00,20.55.00,135,4,240,2,3A,252.62
56852,Trichy Nagore Passenger,TIRUCHIRAPPALLI,TPJ,Nagore,NCR,16.30.00,20.55.00,135,4,240,2,2A,414.38
56874,Mayiladuthurai Villupuram Passenger,MAYILADUTURAI JN,MV,VILLUPURAM JN,VM,5.40.00,9.20.00,123,3,180,2,SL,93.8
56874,Mayiladuthurai Villupuram Passenger,MAYILADUTURAI JN,MV,VILLUPURAM JN,VM,5.40.00,9.20.00,123,3,180,2,3A,233.72
56874,Mayiladuthurai Villupuram Passenger,MAYILADUTURAI JN,MV,VILLUPURAM JN,VM,5.40.00,9.20.00,123,3,180,2,2A,382.88
56878,Mayiladuthurai-Villupuram Passenger,MAYILADUTURAI JN,MV,VILLUPURAM JN,VM,17.30.00,21.20.00,123,3,180,2,SL,93.8
56878,Mayiladuthurai-Villupuram Passenger,MAYILADUTURAI JN,MV,VILLUPURAM JN,VM,17.30.00,21.20.00,123,3,180,2,3A,233.72
56878,Mayiladuthurai-Villupuram Passenger,MAYILADUTURAI JN,MV,VILLUPURAM JN,VM,17.30.00,21.20.00,123,3,180,2,2A,382.88
56891,Thiruvarur Karaikkudi Passenger,THIRUVARUR JN,TVR,Karaikkudi Junction,KKDI,8.10.00,13.00.00,149,4,240,2,SL,109.4
56891,Thiruvarur Karaikkudi Passenger,THIRUVARUR JN,TVR,Karaikkudi Junction,KKDI,8.10.00,13.00.00,149,4,240,2,3A,274.68
56891,Thiruvarur Karaikkudi Passenger,THIRUVARUR JN,TVR,Karaikkudi Junction,KKDI,8.10.00,13.00.00,149,4,240,2,2A,451.12
56892,Karaikkudi Thiruvarur Passenger,Karaikkudi Junction,KKDI,THIRUVARUR JN,TVR,14.00.00,18.45.00,149,4,240,2,SL,109.4
56892,Karaikkudi Thiruvarur Passenger,Karaikkudi Junction,KKDI,THIRUVARUR JN,TVR,14.00.00,18.45.00,149,4,240,2,3A,274.68
56892,Karaikkudi Thiruvarur Passenger,Karaikkudi Junction,KKDI,THIRUVARUR JN,TVR,14.00.00,18.45.00,149,4,240,2,2A,451.12
56893,Thiruvarur Karaikkudi Passenger,THIRUVARUR JN,TVR,Karaikkudi Junction,KKDI,18.05.00,22.45.00,149,4,240,2,SL,109.4
56893,Thiruvarur Karaikkudi Passenger,THIRUVARUR JN,TVR,Karaikkudi Junction,KKDI,18.05.00,22.45.00,149,4,240,2,3A,274.68
56893,Thiruvarur Karaikkudi Passenger,THIRUVARUR JN,TVR,Karaikkudi Junction,KKDI,18.05.00,22.45.00,149,4,240,2,2A,451.12
56894,Karaikkudi Thiruvarur Passenger,Karaikkudi Junction,KKDI,THIRUVARUR JN,TVR,5.40.00,10.15.00,149,4,240,2,SL,109.4
56894,Karaikkudi Thiruvarur Passenger,Karaikkudi Junction,KKDI,THIRUVARUR JN,TVR,5.40.00,10.15.00,149,4,240,2,3A,274.68
56894,Karaikkudi Thiruvarur Passenger,Karaikkudi Junction,KKDI,THIRUVARUR JN,TVR,5.40.00,10.15.00,149,4,240,2,2A,451.12
56909,Bangalore Hospet Passenger,BANGALORE CITY JN,SBC,HUBLI JN,UBL,22.15.00,10.45.00,469,12,720,6,SL,301.4
56909,Bangalore Hospet Passenger,BANGALORE CITY JN,SBC,HUBLI JN,UBL,22.15.00,10.45.00,469,12,720,6,3A,778.67
56909,Bangalore Hospet Passenger,BANGALORE CITY JN,SBC,HUBLI JN,UBL,22.15.00,10.45.00,469,12,720,6,2A,1291.12
56909-Slip,Bangalore Hospet Passenger Slip,BANGALORE CITY JN,SBC,HOSPET JN,HPT,22.15.00,12.40.00,529,14,840,7,SL,337.4
56909-Slip,Bangalore Hospet Passenger Slip,BANGALORE CITY JN,SBC,HOSPET JN,HPT,22.15.00,12.40.00,529,14,840,7,3A,873.17
56909-Slip,Bangalore Hospet Passenger Slip,BANGALORE CITY JN,SBC,HOSPET JN,HPT,22.15.00,12.40.00,529,14,840,7,2A,1448.62
56910,Bangalore Passenger,HOSPET JN,HPT,BANGALORE CITY JN,SBC,13.30.00,5.15.00,529,15,900,7,SL,337.4
56910,Bangalore Passenger,HOSPET JN,HPT,BANGALORE CITY JN,SBC,13.30.00,5.15.00,529,15,900,7,3A,873.17
56910,Bangalore Passenger,HOSPET JN,HPT,BANGALORE CITY JN,SBC,13.30.00,5.15.00,529,15,900,7,2A,1448.62
56911,Bangalore Hubli passenger,CHIKJAJUR JN,JRU,HUBLI JN,UBL,5.30.00,10.45.00,189,5,300,2,SL,133.4
56911,Bangalore Hubli passenger,CHIKJAJUR JN,JRU,HUBLI JN,UBL,5.30.00,10.45.00,189,5,300,2,3A,337.68
56911,Bangalore Hubli passenger,CHIKJAJUR JN,JRU,HUBLI JN,UBL,5.30.00,10.45.00,189,5,300,2,2A,556.12
56912,Hubli Bangalore Passenger,HUBLI JN,UBL,BANGALORE CITY JN,SBC,17.20.00,5.15.00,469,11,660,6,SL,301.4
56912,Hubli Bangalore Passenger,HUBLI JN,UBL,BANGALORE CITY JN,SBC,17.20.00,5.15.00,469,11,660,6,3A,778.67
56912,Hubli Bangalore Passenger,HUBLI JN,UBL,BANGALORE CITY JN,SBC,17.20.00,5.15.00,469,11,660,6,2A,1291.12
56913,Bangalore Hubli Fast Passenger,BANGALORE CITY JN,SBC,HUBLI JN,UBL,6.30.00,17.45.00,471,11,660,6,SL,302.6
56913,Bangalore Hubli Fast Passenger,BANGALORE CITY JN,SBC,HUBLI JN,UBL,6.30.00,17.45.00,471,11,660,6,3A,781.83
56913,Bangalore Hubli Fast Passenger,BANGALORE CITY JN,SBC,HUBLI JN,UBL,6.30.00,17.45.00,471,11,660,6,2A,1296.38
56914,Hubli Bangalore passenger,HUBLI JN,UBL,BANGALORE CITY JN,SBC,9.45.00,21.10.00,471,11,660,6,SL,302.6
56914,Hubli Bangalore passenger,HUBLI JN,UBL,BANGALORE CITY JN,SBC,9.45.00,21.10.00,471,11,660,6,3A,781.83
56914,Hubli Bangalore passenger,HUBLI JN,UBL,BANGALORE CITY JN,SBC,9.45.00,21.10.00,471,11,660,6,2A,1296.38
56915,Hubli Passenger Slip,CHIKJAJUR JN,JRU,HUBLI JN,UBL,3.30.00,8.50.00,189,5,300,2,SL,133.4
56915,Hubli Passenger Slip,CHIKJAJUR JN,JRU,HUBLI JN,UBL,3.30.00,8.50.00,189,5,300,2,3A,337.68
56915,Hubli Passenger Slip,CHIKJAJUR JN,JRU,HUBLI JN,UBL,3.30.00,8.50.00,189,5,300,2,2A,556.12
56916,Hubli Chikjajur Passenger,HUBLI JN,UBL,CHIKJAJUR JN,JRU,18.50.00,23.25.00,189,4,240,2,SL,133.4
56916,Hubli Chikjajur Passenger,HUBLI JN,UBL,CHIKJAJUR JN,JRU,18.50.00,23.25.00,189,4,240,2,3A,337.68
56916,Hubli Chikjajur Passenger,HUBLI JN,UBL,CHIKJAJUR JN,JRU,18.50.00,23.25.00,189,4,240,2,2A,556.12
56917,Bangalore Shimoga Slip,BIRUR JN,RRB,Shimoga Town,SMET,11.30.00,13.15.00,63,1,60,1,SL,57.8
56917,Bangalore Shimoga Slip,BIRUR JN,RRB,Shimoga Town,SMET,11.30.00,13.15.00,63,1,60,1,3A,139.22
56917,Bangalore Shimoga Slip,BIRUR JN,RRB,Shimoga Town,SMET,11.30.00,13.15.00,63,1,60,1,2A,225.38
56918,Shimoga Bangalore Passenger,Shimoga Town,SMET,BANGALORE CITY JN,SBC,13.50.00,21.10.00,274,7,420,3,SL,184.4
56918,Shimoga Bangalore Passenger,Shimoga Town,SMET,BANGALORE CITY JN,SBC,13.50.00,21.10.00,274,7,420,3,3A,471.55
56918,Shimoga Bangalore Passenger,Shimoga Town,SMET,BANGALORE CITY JN,SBC,13.50.00,21.10.00,274,7,420,3,2A,779.25
56961,KULEM - VASCO DAGAMA Passenger,KULEM,QLM,VASCO DA GAMA,VSG,6.30.00,8.20.00,55,1,60,1,SL,53
56961,KULEM - VASCO DAGAMA Passenger,KULEM,QLM,VASCO DA GAMA,VSG,6.30.00,8.20.00,55,1,60,1,3A,126.62
56961,KULEM - VASCO DAGAMA Passenger,KULEM,QLM,VASCO DA GAMA,VSG,6.30.00,8.20.00,55,1,60,1,2A,204.38
56963,KULEM - VASCO DA GAMA Passenger,KULEM,QLM,VASCO DA GAMA,VSG,12.20.00,14.00.00,55,1,60,1,SL,53
56963,KULEM - VASCO DA GAMA Passenger,KULEM,QLM,VASCO DA GAMA,VSG,12.20.00,14.00.00,55,1,60,1,3A,126.62
56963,KULEM - VASCO DA GAMA Passenger,KULEM,QLM,VASCO DA GAMA,VSG,12.20.00,14.00.00,55,1,60,1,2A,204.38
56964,VASCO DA GAMA - KULEM Passenger,VASCO DA GAMA,VSG,KULEM,QLM,13.10.00,15.00.00,55,1,60,1,SL,53
56964,VASCO DA GAMA - KULEM Passenger,VASCO DA GAMA,VSG,KULEM,QLM,13.10.00,15.00.00,55,1,60,1,3A,126.62
56964,VASCO DA GAMA - KULEM Passenger,VASCO DA GAMA,VSG,KULEM,QLM,13.10.00,15.00.00,55,1,60,1,2A,204.38
57129,Bijapur-Bolarum Passenger,BIJAPUR,BJP,BOLARUM,BMO,18.20.00,8.45.00,456,14,840,6,SL,293.6
57129,Bijapur-Bolarum Passenger,BIJAPUR,BJP,BOLARUM,BMO,18.20.00,8.45.00,456,14,840,6,3A,758.2
57129,Bijapur-Bolarum Passenger,BIJAPUR,BJP,BOLARUM,BMO,18.20.00,8.45.00,456,14,840,6,2A,1257
57130,Hyderabad Bijapur Passenger,HYDERABAD DECCAN,HYB,BIJAPUR,BJP,19.50.00,10.40.00,444,14,840,6,SL,286.4
57130,Hyderabad Bijapur Passenger,HYDERABAD DECCAN,HYB,BIJAPUR,BJP,19.50.00,10.40.00,444,14,840,6,3A,739.3
57130,Hyderabad Bijapur Passenger,HYDERABAD DECCAN,HYB,BIJAPUR,BJP,19.50.00,10.40.00,444,14,840,6,2A,1225.5
57133,Bijapur Raichur Passenger,BIJAPUR,BJP,RAICHUR,RC,11.25.00,21.25.00,367,10,600,5,SL,240.2
57133,Bijapur Raichur Passenger,BIJAPUR,BJP,RAICHUR,RC,11.25.00,21.25.00,367,10,600,5,3A,618.02
57133,Bijapur Raichur Passenger,BIJAPUR,BJP,RAICHUR,RC,11.25.00,21.25.00,367,10,600,5,2A,1023.38
57134,Raichur Bijapur Passenger,RAICHUR,RC,BIJAPUR,BJP,7.00.00,16.30.00,367,9,540,5,SL,240.2
57134,Raichur Bijapur Passenger,RAICHUR,RC,BIJAPUR,BJP,7.00.00,16.30.00,367,9,540,5,3A,618.02
57134,Raichur Bijapur Passenger,RAICHUR,RC,BIJAPUR,BJP,7.00.00,16.30.00,367,9,540,5,2A,1023.38
57139,Dornakal Manuguru Passenger,DORNAKAL JN,DKJ,Manuguru,MUGR,3.00.00,7.05.00,107,4,240,1,SL,84.2
57139,Dornakal Manuguru Passenger,DORNAKAL JN,DKJ,Manuguru,MUGR,3.00.00,7.05.00,107,4,240,1,3A,208.53
57139,Dornakal Manuguru Passenger,DORNAKAL JN,DKJ,Manuguru,MUGR,3.00.00,7.05.00,107,4,240,1,2A,340.88
57145,Dornakal Bhadrachalam Passenger,DORNAKAL JN,DKJ,Bhadrachalam Road,BDCR,8.00.00,9.40.00,54,1,60,1,SL,52.4
57145,Dornakal Bhadrachalam Passenger,DORNAKAL JN,DKJ,Bhadrachalam Road,BDCR,8.00.00,9.40.00,54,1,60,1,3A,125.05
57145,Dornakal Bhadrachalam Passenger,DORNAKAL JN,DKJ,Bhadrachalam Road,BDCR,8.00.00,9.40.00,54,1,60,1,2A,201.75
57146,Bhadrachalam Dornakal Passenger,Bhadrachalam Road,BDCR,DORNAKAL JN,DKJ,17.00.00,18.40.00,54,1,60,1,SL,52.4
57146,Bhadrachalam Dornakal Passenger,Bhadrachalam Road,BDCR,DORNAKAL JN,DKJ,17.00.00,18.40.00,54,1,60,1,3A,125.05
57146,Bhadrachalam Dornakal Passenger,Bhadrachalam Road,BDCR,DORNAKAL JN,DKJ,17.00.00,18.40.00,54,1,60,1,2A,201.75
57156,Hyderabad Gulbarga Passenger,HYDERABAD DECCAN,HYB,GULBARGA,GR,16.30.00,23.10.00,223,6,360,3,SL,153.8
57156,Hyderabad Gulbarga Passenger,HYDERABAD DECCAN,HYB,GULBARGA,GR,16.30.00,23.10.00,223,6,360,3,3A,391.23
